name,goals,bigChancesCreated,bigChancesMissed,assists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,goalConversionPercentage,penaltyConceded,goalsFromInsideTheBox,goalsFromOutsideTheBox,headedGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,dispossessed,wasFouled,fouls,dribbledPast,offsides,blockedShots,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,totalLongBalls,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,cluster
Yaya Touré,-0.4238165867108751,-0.052154389072288664,-0.28326274748489294,1.055706503056142,0.1400338144700446,1.265301731821167,-0.4627322741331314,1.1852148580221413,1.2445529908130326,0.589774143409014,1.4279024484316831,0.8973792269637979,-0.2695645576095128,1.719660441267265,1.8330518842959669,-0.3609469778822482,-1.2192146882211596,-1.6058832732296333,-0.3350803724789106,-0.8303516037534752,-1.3535978389752237,0.7328979096900036,-0.049265471485075395,1.6191018099343926,0.8839668387092294,0.4097876751750627,-0.6963174429251848,0.6883869378763534,0.09781322025321336,-0.8663675201478249,-0.472513473088455,-0.7784937772845856,1.2516042174608164,-0.5229078676523105,0.7308657334774591,0.6532756446143534,-0.36086466827647373,0.06760708141058384,-0.11161769242640968,-0.4866883420451457,0.8606283501031874,-0.7592668106947732,-1.016155787074379,-0.2494929624694614,0.8458422028588833,-0.8497034274169403,-0.025054772371046582,0.050717916363186254,0.23345519142376828,-0.283146563941554,0.5027750441648301,1.1416021597156434,0
Arturo Vidal,0.08825718055907414,-0.14361528177083344,-0.12610410985519988,-0.0933508469626085,0.025417679746860253,1.5962386051735218,0.21232647625960915,1.5841926475071175,0.867896689001243,0.9080258704585051,1.6388381388835787,0.8485949675911774,0.0007539950741823083,-0.9496490069114779,-0.8089540797818928,2.6398296576148725,1.2150547405472798,1.1971116824029833,1.6570235499591877,-0.4724000548710547,2.2794749453370393,0.8840509866292937,0.7238264895385467,0.9804335803748451,0.8384765256715284,-0.08925193193545616,-0.038300497023422364,1.2293514107449723,-0.1962331792919595,-0.4255763815181548,0.7237620462444805,0.013013249862667723,0.31977065095085655,0.8924787180221853,1.0370738351218507,1.195964051182433,-0.43348106817650095,0.02550212291237799,0.36322441072025746,3.479241084499382,1.0112514794004117,-0.16341715113225894,-0.0862224506535693,0.025435314076085593,-0.9294173296067053,-0.7064107314774317,1.1388292371396114,1.104707229089792,0.4235785720161115,1.9786289023329586,0.884555986072045,1.37419628088158,0
Axel Witsel,-0.12908377404866972,-1.0157029263368047,-0.34329999835417174,-0.4391319122760295,-0.2855612127610314,1.143601519158624,-0.9859616977925878,1.0077553176920708,1.124278036948782,0.3912944025765169,1.453733204282572,0.6836250180162228,-0.9708185180418641,-0.2146814961159386,0.6520395841932782,0.5036154197675116,0.09265873025720105,1.0679824465780445,-0.3350803724789106,-0.8303516037534752,-1.3535978389752237,-0.014910958301091999,0.23230973547975162,-0.32016354460653096,0.09773041532290519,1.1942877039777355,1.7577473165690887,0.5341899690353078,1.6086617230045086,0.1722834842196027,-0.472513473088455,-0.7784937772845856,2.4886363183839584,-0.5229078676523105,-0.4438874466682826,0.021309749721732437,-0.3773114871354518,-0.29395911966142796,0.21064211125701462,0.4121390451011194,-0.9283525380945493,-0.7592668106947732,-0.0023353519143452426,-0.9627053589119583,-0.34881400490365444,-0.8250525190404091,-0.8778913044022971,-0.8845389489521004,-0.5650836596079667,-0.283146563941554,0.36522426814897835,1.0193530303113638,0
Rafinha,-0.8293560481785212,-0.10862100513624857,-0.7227214739783848,-0.1650084734335187,-0.6885476331850736,1.4143487284169676,0.16864086526403643,1.4014966432551375,0.943470089229484,1.0217195793020974,1.210867602473597,0.7291531436712027,-0.040863792226717745,-0.6499865879556694,-0.9500646873378252,0.9588369953677487,0.8467169188886412,-0.6340596751970141,-0.3350803724789106,-0.13536345849025344,-0.010046394170128616,-0.9265581253120075,-0.8038854939911148,-0.9713792646325456,-0.18388697710352236,0.28203811934158113,1.3080399490961199,-0.4604049312484433,0.6931365691183765,-1.0261599823581984,-0.472513473088455,-0.7784937772845856,-0.4504978576193771,-0.5229078676523105,0.7342084286413135,0.4057578499521123,0.31449087543333093,-0.6374070194109912,-0.6460264927453975,-0.43733086394569853,-0.04844735740050773,-0.4287285005182634,-1.016155787074379,-0.0168921785161968,-0.5774180000200481,0.11535949802554471,-0.9047959277455969,-0.8848978552941564,0.4823410481720728,-0.283146563941554,1.0717723961165944,1.0377141030869006,0
Philipp Lahm,-0.8293560481785212,-1.0157029263368047,-0.1829569143529575,-0.6135209357763823,-0.8820698042298646,1.5275788981268716,-0.5137793446939312,1.4359069074528192,1.288080636133105,0.4251152071055721,2.1832140046839057,2.0200946320804705,1.4115638306501275,-0.4676675798006597,1.0977884273221896,-0.31915068736600805,0.32354622163471825,-0.17944388927688204,-0.3350803724789106,1.2098508861324921,1.478166113763648,-0.932817016539803,-0.9058424563591883,-0.8580802804520749,-0.8627337136648265,0.4894320904679047,-0.3733449914351253,-1.3369353749135218,0.07776181674409767,-1.0261599823581984,-0.472513473088455,-0.7784937772845856,-0.4504978576193771,-0.5229078676523105,-0.3132100964319346,0.3571049001887902,-0.28021339190532424,-0.8351673907725622,-1.1372823156005085,-1.090505118409601,-0.08675222326776261,-0.5975458057763353,-0.6555908363576974,1.4603035936582753,-0.6169838252482174,0.5289360084247804,-1.1194684330048816,-0.45798038816379416,-0.3556769371826532,-0.283146563941554,0.38607572142119606,1.908435102761488,0
Óliver Torres,-0.5073535684863388,0.8969655546792051,-0.37378675097717495,-0.4876675538702703,-0.5880770922740619,0.6248275001064678,1.8701257705601508,0.8198669375918155,-0.4785233068758909,0.043210264088789765,0.989030541117456,0.8912964327728969,0.1591987026662937,-0.09911943279132808,0.7487604193587748,0.8397282329530693,-0.580080479403036,0.23838093719393705,-0.3350803724789106,-0.5791318463653492,1.5254409713214085,-0.3328879004899069,-0.6246722256104255,0.06805499158429197,0.2471932401444782,0.02402241127289529,-1.8267210225330135,-0.46597168558860047,-0.22369976467227365,-0.4868604224413318,1.6264301316708267,-0.43130607137902105,-0.4504978576193771,-0.5229078676523105,0.9894659497387847,-0.5864748360426411,-0.720928934348252,0.17551814987894834,-0.3505448547702474,-0.33531398333274287,1.7315001900184532,-0.3410839382293659,-0.0837964540379216,0.18658196847177483,-0.2211168688764444,-0.5020836362921047,0.038036744500861204,-0.6149494824220761,1.2325184716844613,-0.283146563941554,0.044931838748896946,1.1330044584215073,0
Nemanja Mati?,-0.8293560481785212,-0.6620981799583606,-0.4001747925902612,-1.0431800043040313,-1.067457196402238,1.132792411450728,0.5880323032484288,1.1731316052059322,0.615473373281945,1.14982666941852,0.5451382803312452,0.13304307644587754,-0.8076748134883315,0.112386312946054,1.545264978956456,1.4110294482922452,0.3543533534198519,1.2354375785919969,-0.3350803724789106,-0.7142409192854399,-0.8417687171191197,-0.8771491586534156,-0.8867830612596072,-0.7634133814526366,0.6222009676727265,1.718304570172224,0.48470122274466787,0.7395110464752108,1.6409911511927964,-1.0261599823581984,-0.472513473088455,-0.7784937772845856,-0.4504978576193771,-0.5229078676523105,1.4319722325082824,0.47397686345037565,-0.15262353331077685,-0.812838920333404,-0.3640762227824791,0.12523845402795653,-0.5148034383309295,-0.17942985448650545,0.7075443180005443,-0.7967795758798119,-0.28592311799218956,-0.6879801719760889,-0.8615665660136876,-0.3870945861877107,1.0823129256481476,-0.283146563941554,1.174810298454176,0.42519078779289693,0
Gabi,-0.8293560481785212,0.23864109802728783,-0.7227214739783848,0.1711857386247479,-0.5434880433793551,1.189334374769649,1.8656213371512447,1.3712167370813626,0.39272148440220767,0.24465919014444948,1.7950218916472793,1.454668430528083,0.625165584257038,-0.616675377609706,-0.44752359164053873,1.5017793456576458,0.5720958589805569,0.7458910387158181,-0.3350803724789106,0.8171686276671325,0.6786648510072197,-0.7343211893364038,-0.6584478374986996,-0.7433346942663899,0.06818568950241824,-0.8736414889749452,1.3047018935102097,-0.06560006331030271,-0.7176267329494607,-1.0261599823581984,-0.472513473088455,-0.7784937772845856,-0.4504978576193771,-0.5229078676523105,1.575655949038149,0.3033547480572686,-0.4619511627688943,-0.5041685469059963,-0.8247951112772539,0.5706389276727045,2.127943468925473,-0.6449968789995773,0.6398521035548039,0.660494951547514,-0.6911845677681681,0.516801093175186,0.10312719227321485,-0.38989728753087777,1.5115859879124154,-0.283146563941554,0.2883415794272277,1.9115148055148277,0
Marek Hamšík,0.011371341384301263,-0.6827794469795123,-0.41903956777468376,0.8906955089094518,0.3927778768955291,1.522300050997455,1.8039498246801022,1.6898251825300692,0.4629491718512368,0.9380555059098069,1.45708509262024,0.8189190628651688,0.606495281401231,-0.7133140588146577,-1.5572679075589761,-0.09155461086331158,-0.8218471125809642,-1.6058832732296333,-0.3350803724789106,-0.8303516037534752,-1.3535978389752237,0.4511140360865542,-0.014383546326578133,0.9767973866679479,-0.8398556405692137,-0.8160685030974933,0.3175910981433812,-1.3325929637757703,-0.6920209104262574,0.7954740865984529,-0.472513473088455,-0.1741708630555753,0.7257163612630947,0.5577528427122094,1.3916966714324617,0.7698437940636582,-0.5619843955139759,-0.08750945940020688,-0.9716019203479183,-0.9370035753311122,0.4420928289821959,0.15060660571266477,-1.016155787074379,0.5677595092180188,-0.7537982391594868,-0.6157301150011507,-0.7337325247061934,-0.8842002182265841,0.9030676992529442,-0.283146563941554,0.9570907603431947,1.4762753275166545,0
Marco Verratti,-0.428244676810995,0.6520952620931858,-0.7227214739783848,0.6867939382092687,-0.022439101042538212,2.824931544708218,0.2576589525823266,2.7904114501893695,1.402461947409686,2.1584531828963405,2.261696778136618,1.1621196428231415,0.6518884101276425,0.06733656435331183,0.9533087875907159,2.6440944506454533,0.003751175251435571,2.223048643179417,4.018908384500284,-0.5956474315761886,1.5254409713214085,-0.8045866220767126,-0.6102516627810739,-0.952545395682249,2.2039275679930888,0.6716800182289281,-1.3169548028742926,1.5779540473940665,0.46085652855769343,0.41197217770773886,-0.472513473088455,-0.3460097263205912,-0.4504978576193771,-0.5229078676523105,0.8482858639476519,0.5913279995198875,-0.7475513753343043,0.5928670270172839,2.191091116195856,1.46735209489155,1.719176475381705,-0.7592668106947732,8.619502932858325e-05,0.6348965694285602,-0.17302654157838915,-0.8299584016123973,0.562344633657664,-0.8319759137019578,0.6139622153408282,4.660242603686877,2.1018220594355204,1.9077076062328646,0
